Height,Weight,Sex
187.6,80.8,male
165.3,51.42,female
166.8,70.30000000000001,male
146.8,39.120000000000005,female
176.4,76.5,male
179.0,74.8,male
162.3,45.620000000000005,female
164.1,55.849999999999994,male
164.0,48.00000000000001,female
157.6,52.64,female
160.1,41.14000000000001,female
164.5,62.75,male
155.4,42.36000000000001,female
175.8,69.80000000000001,male
176.7,64.94999999999999,male
171.8,53.320000000000014,female
158.5,45.50000000000001,female
185.9,57.95,male
156.9,56.36000000000001,female
160.8,53.82000000000001,female
155.1,44.44,female
163.1,37.44,female
148.6,44.94,female
156.4,35.760000000000005,female
161.0,60.7,female
177.9,71.65,male
182.8,62.2,male
163.9,49.36,female
176.3,70.55000000000001,male
153.7,45.779999999999994,female
174.0,67.4,male
171.9,52.86000000000001,female
180.8,71.5,male
180.4,87.80000000000001,male
164.6,37.24,female
171.8,64.80000000000001,male
178.0,74.2,male
159.7,51.779999999999994,female
168.9,47.760000000000005,female
168.3,64.22000000000001,female
164.2,50.779999999999994,female
161.3,53.75000000000001,male
155.4,54.96,female
169.1,74.14999999999999,male
158.1,53.14,female
179.5,68.75,male
163.5,41.00000000000001,female
180.7,70.55,male
168.7,60.080000000000005,female
170.8,68.30000000000001,male
158.5,48.60000000000001,female
170.9,53.06,female
189.3,71.65,male
168.2,64.69999999999999,male
160.3,52.52,female
162.2,46.58,female
164.6,49.940000000000005,female
180.8,72.5,male
157.3,47.720000000000006,female
167.1,48.040000000000006,female
173.8,66.4,male
180.5,70.75,male
166.3,61.52000000000001,female
150.2,42.68,female
173.1,75.45,male
170.1,50.14000000000001,female
160.2,39.08,female
174.2,62.199999999999996,male
156.5,39.1,female
172.6,49.74000000000001,female
162.4,57.66000000000001,female
167.7,57.78,female
167.7,57.18,female
162.9,48.26000000000001,female
175.9,69.95,male
195.2,77.6,male
160.7,32.78,female
169.6,61.699999999999996,male
180.9,69.45,male
176.3,70.75,male
149.7,46.379999999999995,female
171.0,48.900000000000006,female
162.3,47.120000000000005,female
167.8,53.2,male
178.3,77.45,male
161.0,50.900000000000006,female
191.7,74.25,male
168.8,47.72000000000001,female
165.4,45.26000000000001,female
174.5,60.35,male
172.1,64.45,male
161.2,43.580000000000005,female
159.7,42.08,female
187.2,84.39999999999999,male
180.0,78.8,male
158.5,47.800000000000004,female
183.1,71.55,male
165.1,52.84,female
175.7,80.14999999999999,male
155.4,50.86000000000001,female
163.7,56.480000000000004,female
182.3,69.55000000000001,male
159.7,48.67999999999999,female
190.7,75.64999999999999,male
164.3,47.12000000000001,female
169.2,49.17999999999999,female
171.1,78.05,male
162.8,50.52,female
170.2,53.18,female
156.9,47.260000000000005,female
183.2,75.1,male
177.7,73.75,male
157.7,37.48,female
149.4,34.760000000000005,female
159.2,47.38,female
158.8,51.52000000000001,female
166.5,49.80000000000001,female
187.8,64.30000000000001,male
164.7,40.67999999999999,female
186.2,79.89999999999999,male
158.9,51.56,female
151.4,51.36,female
181.0,63.0,male
161.6,50.64,female
170.6,56.199999999999996,male
160.1,51.940000000000005,female
162.1,53.64,female
179.1,74.25,male
183.1,64.64999999999999,male
164.3,48.72000000000001,female
181.4,60.0,male
169.8,67.4,male
160.7,56.38,female
183.7,65.85,male
158.1,46.24,female
182.9,83.65,male
162.1,56.34,female
173.2,56.18,female
168.3,53.42000000000001,female
184.3,59.25000000000001,male
171.1,60.839999999999996,female
160.8,37.720000000000006,female
165.3,51.52,female
178.2,59.89999999999999,male
176.7,50.849999999999994,male
166.9,70.25,male
161.5,50.20000000000001,female
157.0,49.1,female
163.2,45.980000000000004,female
150.8,51.120000000000005,female
159.1,51.84,female
164.7,44.379999999999995,female
172.3,68.15,male
176.7,57.17999999999999,female
176.3,72.65,male
164.3,73.55000000000001,male
165.0,55.6,female
180.9,60.650000000000006,male
184.7,77.25,male
172.4,52.260000000000005,female
176.4,66.3,male
161.2,45.78,female
158.4,36.06,female
166.8,74.9,male
180.8,60.50000000000001,male
174.5,69.15,male
167.8,51.220000000000006,female
168.3,52.52000000000001,female
161.7,49.47999999999999,female
174.9,79.55,male
178.6,66.5,male
172.6,66.5,male
172.4,58.56000000000001,female
156.1,40.94,female
186.8,84.5,male
159.6,45.84,female
169.6,59.040000000000006,female
185.4,63.1,male
170.9,56.26,female
160.8,49.32000000000001,female
179.3,76.55000000000001,male
155.8,51.52000000000001,female
174.4,62.760000000000005,female
168.3,55.02000000000001,female
154.1,43.04,female
168.6,50.839999999999996,female
174.5,50.0,female
158.7,48.08,female
165.0,46.5,female
177.7,66.94999999999999,male
178.4,68.10000000000001,male
184.5,77.25,male
155.5,50.300000000000004,female
152.5,47.3,female
179.0,70.4,male
164.0,43.30000000000001,female
151.0,49.900000000000006,female
165.9,50.050000000000004,male
171.5,45.00000000000001,female
165.0,53.7,female
186.8,72.30000000000001,male
164.7,56.58,female
172.1,88.05,male
152.7,40.28,female
177.7,81.25,male
172.8,64.10000000000001,male
162.4,36.66000000000001,female
164.7,44.48,female
171.9,71.85000000000001,male
176.4,64.9,male
166.4,51.760000000000005,female
166.0,56.400000000000006,female
166.3,50.72000000000001,female
167.7,40.78,female
167.4,67.9,male
172.4,66.4,male
165.2,54.68,female
155.3,43.82000000000001,female
155.4,40.160000000000004,female
189.3,67.05000000000001,male
184.6,72.3,male
163.3,51.92000000000001,female
158.4,43.160000000000004,female
174.5,49.099999999999994,female
173.9,71.35000000000001,male
173.8,69.10000000000001,male
172.0,64.9,male
165.9,58.45,male
162.7,46.28,female
175.1,52.64000000000001,female
178.0,74.2,male
160.0,48.6,female
164.5,53.4,female
173.7,82.05,male
161.1,43.739999999999995,female
161.4,49.260000000000005,female
173.0,80.0,male
162.9,51.56000000000001,female
165.4,55.16000000000001,female
159.5,41.7,female
171.5,56.60000000000001,female
161.5,47.60000000000001,female
182.3,80.75,male
160.2,47.68,female
181.9,59.35,male
165.8,57.52000000000001,female
178.3,81.85000000000001,male
176.6,63.199999999999996,male
156.2,60.17999999999999,female
184.7,72.35,male
169.2,62.379999999999995,female
175.3,61.95,male
165.0,58.8,female
159.0,53.2,female
156.4,49.96,female
184.7,78.75,male
180.3,67.65,male
183.8,78.7,male
184.8,68.0,male
176.1,75.95,male
176.4,73.10000000000001,male
160.5,54.1,female
164.6,43.540000000000006,female
175.7,67.25,male
184.8,87.0,male
168.7,63.24999999999999,male
170.2,53.08,female
189.8,60.00000000000001,male
163.3,54.220000000000006,female
170.0,79.2,male
173.0,62.8,male
173.6,65.2,male
169.7,67.05,male
171.6,44.44,female
170.9,63.650000000000006,male
158.3,50.720000000000006,female
183.5,66.65,male
161.3,55.32000000000001,female
157.4,55.16000000000001,female
196.5,57.95,male
155.6,39.040000000000006,female
171.7,57.55,male
161.8,48.62000000000001,female
163.2,61.88,female
169.0,51.30000000000001,female
159.3,44.620000000000005,female
158.1,43.04,female
175.3,88.85000000000001,male
186.2,73.3,male
156.0,38.7,female
169.5,47.0,female
175.4,77.2,male
188.7,72.35,male
164.0,43.70000000000001,female
177.3,68.25,male
182.5,76.35,male
167.1,53.25,male
165.1,52.540000000000006,female
170.1,53.74000000000001,female
162.2,49.17999999999999,female
189.2,72.6,male
168.2,60.38,female
161.1,47.839999999999996,female
165.8,51.720000000000006,female
157.5,44.0,female
166.6,70.5,male
171.1,75.55,male
163.4,52.06,female
172.3,69.55000000000001,male
184.0,91.6,male
186.9,80.85000000000001,male
170.4,39.06000000000001,female
162.3,35.02,female
148.8,46.72000000000001,female
176.7,74.14999999999999,male
150.0,46.8,female
164.2,46.879999999999995,female
162.4,47.56000000000001,female
155.1,47.339999999999996,female
186.0,76.7,male
181.1,70.25,male
166.0,50.50000000000001,female
178.4,62.900000000000006,male
184.2,85.6,male
168.7,75.44999999999999,male
164.9,57.06000000000001,female
181.0,82.0,male
174.4,64.10000000000001,male
162.7,56.18,female
163.2,45.78,female
166.3,56.62000000000001,female
173.3,55.42000000000001,female
160.6,56.699999999999996,male
168.7,57.55,male
167.5,57.0,female
178.2,86.8,male
170.1,81.75,male
156.7,45.28,female
172.6,62.699999999999996,male
185.0,62.7,male
154.3,45.42000000000001,female
160.9,40.66,female
147.0,34.800000000000004,female
176.6,80.0,male
179.3,82.55000000000001,male
180.7,68.25,male
171.9,62.050000000000004,male
180.5,57.900000000000006,female
165.2,50.28,female
182.5,76.85,male
181.8,73.80000000000001,male
167.0,67.3,male
178.3,72.55000000000001,male
172.8,51.120000000000005,female
165.9,48.16,female
153.8,45.62000000000001,female
169.7,54.279999999999994,female
162.8,52.620000000000005,female
156.2,36.48,female
151.6,39.34,female
178.8,53.2,male
167.6,57.3,male
165.9,46.76,female
160.1,54.540000000000006,female
150.2,48.08,female
173.7,71.85,male
160.7,50.980000000000004,female
154.3,48.120000000000005,female
170.1,57.849999999999994,male
180.8,71.5,male
162.3,52.620000000000005,female
171.4,68.2,male
184.8,65.9,male
164.2,40.57999999999999,female
175.9,57.06,female
185.9,65.85000000000001,male
183.0,63.9,male
184.9,82.15,male
158.2,41.68,female
158.5,54.60000000000001,female
177.3,50.45,male
173.6,61.5,male
178.6,45.699999999999996,male
177.0,78.5,male
180.1,86.15,male
180.4,68.60000000000001,male
156.4,50.06,female
172.5,51.1,female
185.2,73.69999999999999,male
167.2,55.08,female
173.3,68.55000000000001,male
160.6,55.339999999999996,female
181.1,69.45,male
175.2,69.8,male
172.0,59.6,male
185.6,86.3,male
159.3,63.720000000000006,female
171.1,54.54,female
168.4,46.46,female
162.4,57.760000000000005,female
159.6,51.040000000000006,female
164.5,46.0,female
157.5,52.4,female
167.4,47.36000000000001,female
172.4,76.8,male
160.1,48.34,female
187.5,67.05,male
164.7,46.58,female
187.4,74.2,male
174.1,68.85,male
180.9,54.35,male
181.7,77.85,male
154.9,47.56000000000001,female
167.3,80.35000000000001,male
157.8,42.120000000000005,female
164.2,49.879999999999995,female
167.3,56.52,female
163.3,42.42000000000001,female
160.6,51.13999999999999,female
161.0,44.800000000000004,female
172.5,71.05,male
159.1,59.94,female
178.3,81.25,male
198.4,85.10000000000001,male
182.6,89.0,male
155.2,38.78,female
171.0,62.7,female
189.3,70.85000000000001,male
176.9,40.96000000000001,female
169.6,48.24,female
170.7,55.58,female
154.6,43.940000000000005,female
192.8,77.80000000000001,male
177.5,43.95,male
163.8,43.82000000000001,female
163.1,43.44,female
172.1,64.35,male
171.9,75.65,male
170.4,54.46000000000001,female
160.7,52.78,female
173.6,75.7,male
160.0,50.5,female
156.1,48.54,female
187.6,77.89999999999999,male
165.3,47.52,female
162.2,50.08,female
173.7,44.38,female
166.0,51.60000000000001,female
187.0,72.0,male
157.1,56.14,female
172.3,60.25000000000001,male
156.1,57.54,female
156.1,45.339999999999996,female
154.8,47.220000000000006,female
173.8,65.0,male
169.1,53.24,female
175.3,85.45,male
187.0,79.1,male
162.9,53.96000000000001,female
190.0,77.4,male
161.8,43.62000000000001,female
167.1,54.24,female
185.3,74.75,male
166.2,49.080000000000005,female
173.1,61.75,male
182.2,74.8,male
160.0,50.9,female
162.4,59.900000000000006,male
189.7,68.75,male
169.5,62.9,female
178.6,72.1,male
167.3,51.02,female
182.0,75.8,male
169.0,35.70000000000001,female
164.4,53.06,female
158.4,49.86000000000001,female
151.8,50.720000000000006,female
178.3,72.95,male
174.6,61.699999999999996,male
172.7,64.64999999999999,male
182.3,81.45,male
151.6,58.44,female
165.4,63.26000000000001,female
182.9,72.65,male
170.8,56.800000000000004,male
167.8,54.120000000000005,female
168.5,49.2,female
158.2,54.78,female
181.0,69.4,male
171.7,69.64999999999999,male
178.4,70.3,male
175.5,62.75,male
162.5,59.5,female
176.2,65.39999999999999,male
164.5,54.199999999999996,female
177.2,63.099999999999994,male
179.9,58.150000000000006,male
164.9,54.66000000000001,female
173.2,59.8,male
160.2,49.18,female
176.8,69.60000000000001,male
175.9,71.15,male
179.0,72.4,male
175.8,69.9,male
169.7,58.74999999999999,male
183.6,72.6,male
173.4,69.3,male
172.1,62.849999999999994,male
172.6,55.14000000000001,female
180.1,72.55,male
157.1,48.440000000000005,female
156.2,50.879999999999995,female
157.9,39.160000000000004,female
178.0,75.6,male
184.1,67.14999999999999,male
177.3,49.35000000000001,male
157.8,54.52,female
171.5,74.95,male
148.7,41.68,female
150.5,56.300000000000004,female
190.2,84.89999999999999,male
171.6,71.1,male
167.1,45.64,female
170.5,69.5,female
149.3,42.720000000000006,female
182.5,70.75,male
177.1,63.349999999999994,male
176.4,64.5,male
168.1,37.339999999999996,female
163.1,73.64999999999999,male
163.9,53.260000000000005,female
177.8,76.30000000000001,male
176.2,67.6,male
179.7,53.05,male
182.7,75.75,male
191.9,85.75,male
166.5,76.65,male
179.3,65.75,male
163.3,47.620000000000005,female
185.5,64.25,male
182.2,74.8,male
179.0,85.0,male
170.0,63.0,male
177.2,81.1,male
161.5,50.60000000000001,female
165.0,43.1,female
193.3,78.55000000000001,male
172.2,49.08,female
162.4,53.260000000000005,female
159.6,44.540000000000006,female
179.7,79.35,male
160.7,46.78,female
176.5,73.95,male
167.9,46.16000000000001,female
170.4,73.0,male
168.7,45.78,female
183.5,85.95,male
159.5,52.1,female
179.2,68.89999999999999,male
161.1,52.839999999999996,female
176.2,73.19999999999999,male
182.0,60.9,male
161.6,48.64,female
163.8,51.02000000000001,female
158.8,47.02000000000001,female
192.2,77.1,male
180.0,78.2,male
158.6,48.54,female
168.2,59.39999999999999,male
184.2,67.5,male
161.2,43.18000000000001,female
174.1,47.65,male
157.8,38.42,female
165.0,51.1,female
166.9,51.56,female
173.0,53.7,male
174.2,59.39999999999999,male
164.7,55.08,female
184.7,59.849999999999994,male
170.0,53.0,female
163.5,47.7,female
167.9,57.56000000000001,female
180.7,76.85,male
168.7,45.78,female
173.6,60.3,male
150.2,40.28,female
172.3,59.35000000000001,male
171.7,61.47999999999999,female
161.6,56.54,female
177.6,66.0,male
182.1,85.64999999999999,male
178.4,69.60000000000001,male
160.4,47.46000000000001,female
164.0,45.50000000000001,female
160.4,42.96000000000001,female
163.2,55.88,female
181.6,83.2,male
179.7,75.44999999999999,male
154.5,51.800000000000004,female
157.1,42.84,female
179.1,75.25,male
160.1,55.34,female
167.0,54.0,female
167.1,65.45,male
162.0,46.199999999999996,female
159.9,46.260000000000005,female
164.6,66.0,male
172.4,66.9,male
167.6,54.540000000000006,female
176.1,82.75,male
174.5,66.25,male
194.1,74.05,male
177.2,56.17999999999999,female
180.9,76.85000000000001,male
181.1,87.75,male
186.1,75.05,male
179.0,71.4,male
161.3,48.62000000000001,female
165.5,53.900000000000006,female
187.0,89.7,male
170.3,51.02,female
188.1,70.55,male
166.0,51.60000000000001,female
167.9,55.16000000000001,female
165.6,49.739999999999995,female
171.5,59.75,male
181.7,73.94999999999999,male
186.1,77.95,male
182.7,74.25,male
173.8,69.4,male
172.4,68.4,male
174.6,66.5,male
168.5,69.35,male
170.5,65.65,male
166.4,65.36,female
153.0,41.800000000000004,female
155.9,56.96000000000001,female
157.3,50.12000000000001,female
156.6,41.14,female
163.1,56.03999999999999,female
189.1,73.05,male
181.4,80.0,male
182.6,66.7,male
181.2,83.5,male
162.0,55.099999999999994,female
160.3,40.52,female
182.4,74.7,male
178.8,63.7,male
194.7,88.35,male
170.3,49.220000000000006,female
181.2,74.19999999999999,male
182.3,73.25,male
181.6,72.7,male
175.4,71.2,male
165.0,51.5,female
159.8,55.82000000000001,female
179.5,70.15,male
171.1,48.25,male
184.1,57.55,male
172.3,63.150000000000006,male
168.3,53.620000000000005,female
193.0,76.3,male
152.9,47.46,female
187.4,71.10000000000001,male
164.6,36.64,female
159.8,46.62000000000001,female
190.0,79.5,male
171.0,73.0,male
172.9,63.75,male
182.2,75.8,male
174.3,62.650000000000006,male
161.6,43.84,female
163.3,71.95,male
165.7,40.68,female
177.6,66.2,male
167.1,38.64,female
189.8,77.5,male
154.9,47.96000000000001,female
165.3,52.42,female
160.5,40.1,female
164.7,50.17999999999999,female
176.4,49.0,male
167.2,39.48,female
159.5,52.400000000000006,female
174.5,68.65,male
158.4,57.96000000000001,female
167.8,58.7,male
156.0,51.400000000000006,female
177.8,62.42,female
179.3,63.85000000000001,male
162.2,36.379999999999995,female
177.5,77.55,male
160.8,45.32000000000001,female
162.1,41.940000000000005,female
179.8,71.60000000000001,male
181.3,64.75,male
146.6,50.24,female
176.7,66.75,male
175.1,53.05,male
173.5,62.300000000000004,female
166.0,49.900000000000006,female
176.8,78.80000000000001,male
176.4,69.2,male
144.8,54.120000000000005,female
181.0,75.1,male
157.8,50.52,female
167.3,51.45,male
193.4,83.10000000000001,male
159.9,42.760000000000005,female
176.4,65.4,male
176.9,72.65,male
156.3,42.52000000000001,female
173.8,52.50000000000001,male
184.4,61.6,male
181.3,79.05000000000001,male
158.5,46.800000000000004,female
183.6,63.5,male
180.4,83.60000000000001,male
158.4,54.86000000000001,female
167.3,50.92,female
166.1,53.339999999999996,female
172.5,55.7,female
159.1,54.54,female
159.1,65.14999999999999,male
170.5,47.400000000000006,female
155.9,44.46000000000001,female
158.4,47.660000000000004,female
153.9,52.160000000000004,female
170.0,56.4,female
179.6,69.6,male
180.8,69.30000000000001,male
164.8,47.82,female
154.9,40.86000000000001,female
180.5,66.85,male
179.3,75.35000000000001,male
156.7,35.480000000000004,female
167.7,57.48,female
177.9,82.55,male
153.6,50.94,female
166.1,53.739999999999995,female
187.9,83.45,male
159.8,49.62000000000001,female
171.7,50.74999999999999,male
180.1,52.65,male
171.1,58.05,male
181.6,79.2,male
167.0,58.3,female
181.0,56.2,male
163.1,49.53999999999999,female
164.6,55.74,female
160.6,56.239999999999995,female
143.9,43.260000000000005,female
178.8,71.7,male
162.2,55.879999999999995,female
168.1,51.239999999999995,female
163.3,44.92000000000001,female
181.6,59.5,male
186.1,62.849999999999994,male
163.2,64.58,female
171.8,70.7,male
166.6,50.14,female
168.8,66.72000000000001,female
171.1,69.85,male
157.0,47.800000000000004,female
169.9,61.550000000000004,male
159.4,54.260000000000005,female
165.8,42.720000000000006,female
162.0,61.199999999999996,female
164.3,48.820000000000014,female
157.7,39.18,female
164.4,53.660000000000004,female
163.2,47.980000000000004,female
170.0,44.3,female
183.5,95.55,male
161.3,52.62000000000001,female
165.7,56.78,female
154.2,42.08,female
178.8,71.10000000000001,male
182.8,62.00000000000001,male
177.2,73.39999999999999,male
160.8,53.120000000000005,female
164.7,65.58,female
186.6,70.3,male
168.5,52.25,male
165.5,80.65,male
160.9,56.46,female
175.8,77.80000000000001,male
174.1,61.14,female
181.5,80.95,male
171.7,68.25,male
165.2,43.48,female
163.4,49.06,female
180.7,76.75,male
156.2,41.58,female
179.5,74.75,male
182.4,68.8,male
166.3,51.32000000000001,female
188.7,54.849999999999994,male
183.0,71.1,male
185.4,68.9,male
159.7,34.58,female
191.4,85.9,male
165.7,53.480000000000004,female
174.3,51.820000000000014,female
185.2,85.0,male
169.4,52.800000000000004,male
165.4,42.46000000000001,female
161.7,43.07999999999999,female
174.0,73.2,male
174.8,69.10000000000001,male
175.1,66.55,male
181.8,63.60000000000001,male
170.3,55.720000000000006,female
174.4,45.1,male
177.7,68.44999999999999,male
167.3,63.75000000000001,male
155.2,54.58,female
173.1,67.45,male
171.2,59.099999999999994,male
165.9,62.36,female
175.9,78.25,male
166.9,50.56,female
165.6,52.03999999999999,female
173.5,62.300000000000004,female
185.6,67.0,male
169.4,63.5,male
160.4,50.360000000000014,female
180.3,71.15,male
165.4,56.76000000000001,female
165.0,50.9,female
157.5,46.3,female
165.8,48.82000000000001,female
158.3,42.32000000000001,female
160.1,71.85,male
158.9,45.06,female
168.1,59.739999999999995,female
163.2,50.88,female
174.6,50.64,female
175.9,76.65,male
174.1,52.44,female
174.9,84.05000000000001,male
163.7,45.480000000000004,female
178.7,76.44999999999999,male
172.1,66.85,male
182.7,74.64999999999999,male
165.6,46.339999999999996,female
160.2,53.18,female
168.0,44.0,female
166.5,54.70000000000001,female
177.7,73.85,male
182.3,63.550000000000004,male
173.5,82.05,male
177.8,79.10000000000001,male
156.2,44.18,female
181.2,79.1,male
188.4,85.8,male
168.0,78.0,male
159.6,49.440000000000005,female
176.9,75.35000000000001,male
184.0,64.3,male
181.2,76.69999999999999,male
162.6,55.34,female
160.0,38.8,female
175.2,71.1,male
185.3,73.75,male
161.6,47.54,female
156.8,52.120000000000005,female
188.5,64.35,male
165.3,52.82000000000001,female
184.7,71.05,male
159.2,38.980000000000004,female
154.7,49.08,female
183.0,56.2,male
162.0,70.1,female
158.0,57.7,female
159.8,51.32000000000001,female
159.4,57.06,female
156.3,47.72000000000001,female
195.5,75.55,male
184.6,72.7,male
178.1,67.25,male
177.3,63.35000000000001,male
192.9,77.75,male
154.4,51.36000000000001,female
158.3,49.02000000000001,female
178.2,65.5,male
173.9,60.650000000000006,male
169.7,54.279999999999994,female
167.5,77.25,male
166.9,55.96000000000001,female
194.0,66.7,male
185.2,73.89999999999999,male
165.0,50.7,female
169.8,43.620000000000005,female
172.1,55.25,male
179.9,79.25,male
160.7,50.980000000000004,female
163.0,63.2,male
170.4,70.8,male
179.7,66.64999999999999,male
189.0,76.4,male
182.4,72.7,male
158.2,46.88,female
177.6,64.7,male
161.9,50.260000000000005,female
163.3,56.120000000000005,female
178.2,62.49999999999999,male
168.8,65.4,male
170.1,62.449999999999996,male
174.9,75.45,male
162.9,62.360000000000014,female
181.8,69.0,male
161.5,59.10000000000001,female
166.6,51.54,female
157.0,47.7,female
170.4,57.26000000000001,female
168.7,58.78,female
161.8,47.62000000000001,female
191.8,74.10000000000001,male
161.2,52.580000000000005,female
163.4,53.06,female
177.1,59.55,male
155.2,62.379999999999995,female
177.9,66.15,male
160.5,40.6,female
161.7,49.07999999999999,female
173.0,53.300000000000004,female
181.8,69.0,male
163.3,46.220000000000006,female
172.7,54.55,male
181.7,66.44999999999999,male
154.2,43.18,female
176.1,60.65,male
175.1,58.449999999999996,male
164.5,57.699999999999996,female
151.4,41.06,female
161.6,51.74,female
175.5,60.45,male
189.3,70.25,male
182.1,77.85,male
166.2,72.5,male
168.3,42.75000000000001,male
187.6,69.2,male
163.3,48.620000000000005,female
165.8,41.220000000000006,female
170.1,54.040000000000006,female
159.7,47.08,female
176.6,63.9,male
184.5,70.15,male
189.6,82.0,male
153.3,44.82000000000001,female
176.1,67.14999999999999,male
144.6,44.040000000000006,female
150.8,58.220000000000006,female
162.8,54.220000000000006,female
155.4,46.56,female
159.0,52.5,female
153.1,64.04,female
171.8,60.10000000000001,male
172.1,51.74,female
166.6,56.14,female
167.9,59.06000000000001,female
174.1,74.35,male
164.8,61.02,female
151.3,45.22000000000001,female
157.3,45.52000000000001,female
157.4,52.96000000000001,female
162.6,59.199999999999996,male
174.2,74.0,male
183.8,85.60000000000001,male
177.9,74.25,male
160.7,53.88,female
152.7,34.18,female
176.0,67.9,male
178.9,61.75,male
161.1,48.339999999999996,female
181.8,58.400000000000006,male
173.3,61.550000000000004,male
158.5,43.800000000000004,female
186.6,67.0,male
166.5,40.400000000000006,female
160.7,48.28,female
162.0,57.9,female
155.4,48.46,female
174.4,56.56,female
168.4,44.36,female
163.5,49.00000000000001,female
156.2,56.48,female
166.5,49.60000000000001,female
163.2,40.28,female
164.7,44.379999999999995,female
171.8,59.320000000000014,female
158.8,51.82000000000001,female
163.8,46.22000000000001,female
161.5,50.10000000000001,female
160.5,50.2,female
168.3,45.620000000000005,female
180.9,68.55,male
182.3,64.45,male
179.8,65.5,male
166.5,43.400000000000006,female
162.4,57.760000000000005,female
176.3,66.85000000000001,male
168.0,52.300000000000004,female
179.8,79.4,male
170.9,57.96,female
167.5,53.1,female
181.9,65.65,male
178.2,67.39999999999999,male
157.7,44.28,female
157.6,48.339999999999996,female
179.5,68.35,male
163.4,55.36,female
163.7,57.78,female
186.3,73.65,male
174.3,51.72000000000001,female
177.5,63.25,male
155.2,49.58,female
170.9,67.65,male
180.8,71.10000000000001,male
164.4,47.36000000000001,female
162.6,47.34,female
160.8,42.92000000000001,female
172.3,52.620000000000005,female
169.8,67.80000000000001,male
166.5,65.50000000000001,female
176.2,66.3,male
158.5,48.10000000000001,female
174.8,82.5,male
179.7,81.44999999999999,male
174.0,62.6,male
170.6,59.4,male
170.2,79.8,male
163.9,51.56,female
175.0,64.1,male
158.6,43.44,female
186.8,76.2,male
168.4,60.06,female
158.6,42.54,female
163.1,47.94,female
178.8,64.2,male
168.7,53.080000000000005,female
179.9,73.65,male
179.4,64.8,male
175.7,54.28,female
181.6,65.5,male
161.2,41.38,female
161.6,52.14,female
187.5,66.95,male
162.3,49.92,female
177.9,66.85000000000001,male
162.7,51.58,female
174.6,52.24,female
157.7,52.08,female
158.6,52.44,female
179.0,66.4,male
185.7,73.14999999999999,male
176.3,62.25000000000001,male
173.5,71.45,male
174.8,61.2,male
187.6,79.5,male
166.6,62.24,female
168.9,50.56,female
160.9,53.96,female
150.9,44.260000000000005,female
173.4,40.36,female
165.2,49.78,female
163.7,48.980000000000004,female
182.0,77.9,male
164.7,49.17999999999999,female
176.8,73.10000000000001,male
163.6,47.239999999999995,female
163.9,57.760000000000005,female
166.4,54.46,female
163.9,53.56,female
173.2,64.5,male
153.2,43.68,female
177.6,83.1,male
158.3,47.82000000000001,female
173.3,64.82000000000001,female
187.5,71.35,male
164.4,53.760000000000005,female
185.7,67.85,male
162.2,46.08,female
166.7,48.57999999999999,female
167.4,49.36000000000001,female
159.1,59.44,female
162.6,54.440000000000005,female
178.9,65.65,male
154.8,46.82000000000001,female
184.8,68.30000000000001,male
173.3,49.220000000000006,female
188.0,71.5,male
169.0,50.80000000000001,female
170.8,63.400000000000006,male
162.0,52.599999999999994,female
159.0,55.2,female
187.5,68.85,male
160.3,45.220000000000006,female
179.5,71.25,male
187.0,67.4,male
156.9,57.260000000000005,female
177.2,71.69999999999999,male
153.1,44.440000000000005,female
167.1,46.34,female
152.6,36.44,female
154.3,42.82000000000001,female
144.4,40.260000000000005,female
161.0,52.800000000000004,female
152.3,36.72000000000001,female
160.4,49.46000000000001,female
160.7,42.78,female
174.7,72.75,male
156.0,54.400000000000006,female
165.0,61.7,female
163.9,55.260000000000005,female
181.2,68.89999999999999,male
159.6,50.540000000000006,female
196.2,69.89999999999999,male
188.1,63.949999999999996,male
154.8,42.220000000000006,female
161.4,49.56,female
166.4,44.56,female
174.4,66.7,male
185.9,73.55,male
155.5,43.400000000000006,female
181.5,63.85,male
169.0,68.6,male
181.3,86.15,male
150.7,48.28,female
188.1,70.95,male
183.4,81.3,male
171.5,68.45,male
153.4,41.96000000000001,female
152.5,42.0,female
160.6,54.239999999999995,female
152.9,43.06,female
170.3,55.550000000000004,male
161.0,74.6,male
173.9,75.85000000000001,male
184.6,62.4,male
181.5,84.45,male
167.0,52.699999999999996,female
171.2,73.89999999999999,male
157.7,66.28,female
161.2,48.580000000000005,female
181.1,66.45,male
188.0,86.7,male
178.4,71.10000000000001,male
172.8,48.50000000000001,male
184.6,66.39999999999999,male
174.7,52.279999999999994,female
164.9,80.05000000000001,male
168.5,60.15,male
170.0,50.3,female
166.0,51.8,male
163.2,55.18,female
175.3,77.35000000000001,male
160.0,51.0,female
155.5,45.6,female
169.6,66.6,male
169.0,43.50000000000001,female
172.5,57.9,female
160.9,55.16,female
177.6,83.39999999999999,male
182.0,58.0,male
155.7,41.980000000000004,female
165.7,59.08,female
171.5,76.05,male
161.4,40.86,female
163.4,48.76,female
179.4,71.7,male
166.9,61.06,female
168.6,49.739999999999995,female
165.7,54.480000000000004,female
167.0,68.4,male
154.9,52.16000000000001,female
179.7,65.94999999999999,male
179.9,59.25,male
187.2,80.8,male
172.6,60.199999999999996,male
185.1,61.15,male
157.9,48.96,female
179.5,76.35,male
172.3,66.05000000000001,male
173.0,72.5,male
173.9,55.96,female
178.4,59.1,male
157.2,52.58,female
165.7,53.18,female
